year,city_name,city_population,Police City Budget,Police Buget Revised
1977.0,AK: Anchorage,174500.0,211.08,211080000.0
1978.0,AK: Anchorage,177000.0,200.38,200380000.0
1979.0,AK: Anchorage,179600.0,227.21,227210000.0
1980.0,AK: Anchorage,178800.0,285.26,285260000.0
1981.0,AK: Anchorage,174431.0,281.27,281270000.0
1982.0,AK: Anchorage,180969.0,312.87,312870000.0
1983.0,AK: Anchorage,195216.0,443.97,443970000.0
1984.0,AK: Anchorage,211028.0,380.73,380730000.0
1985.0,AK: Anchorage,220254.0,391.01,391010000.0
1986.0,AK: Anchorage,226848.0,337.45,337450000.0
1987.0,AK: Anchorage,229965.0,442.02,442020000.0
1988.0,AK: Anchorage,225170.0,368.81,368810000.0
1989.0,AK: Anchorage,224371.0,328.95,328950000.0
1990.0,AK: Anchorage,225374.0,294.32,294320000.0
1991.0,AK: Anchorage,227614.0,302.85,302850000.0
1992.0,AK: Anchorage,235137.0,294.47,294470000.0
1993.0,AK: Anchorage,245623.0,311.91,311910000.0
1994.0,AK: Anchorage,250163.0,294.18,294180000.0
1995.0,AK: Anchorage,252278.0,248.84,248840000.0
1996.0,AK: Anchorage,251981.0,234.0,234000000.0
1997.0,AK: Anchorage,250710.0,244.62,244620000.0
1998.0,AK: Anchorage,252700.0,278.87,278870000.0
1999.0,AK: Anchorage,257232.0,355.53,355530000.0
2000.0,AK: Anchorage,259348.0,352.61,352610000.0
2001.0,AK: Anchorage,260816.0,594.42,594420000.0
2002.0,AK: Anchorage,264274.0,708.42,708420000.0
2003.0,AK: Anchorage,268229.0,320.32,320320000.0
2004.0,AK: Anchorage,270568.0,325.37,325370000.0
2005.0,AK: Anchorage,274484.0,335.65,335650000.0
2006.0,AK: Anchorage,276494.0,338.51,338510000.0
2007.0,AK: Anchorage,280085.0,357.36,357360000.0
2008.0,AK: Anchorage,278792.0,411.99,411990000.0
2009.0,AK: Anchorage,281554.0,427.53,427530000.0
2010.0,AK: Anchorage,287677.0,433.95,433950000.0
2011.0,AK: Anchorage,293310.0,410.66,410660000.0
2012.0,AK: Anchorage,296154.0,446.75,446750000.0
2013.0,AK: Anchorage,298233.0,454.03,454030000.0
2014.0,AK: Anchorage,301155.0,468.5,468500000.0
2015.0,AK: Anchorage,299927.0,482.87,482870000.0
2016.0,AK: Anchorage,297613.0,480.72,480720000.0
2017.0,AK: Anchorage,297216.0,445.15,445150000.0
1977.0,AK: Fairbanks,21309.0,459.94,459940000.0
1978.0,AK: Fairbanks,21620.0,533.5,533500000.0
1979.0,AK: Fairbanks,22120.0,525.22,525220000.0
1980.0,AK: Fairbanks,22495.0,465.49,465490000.0
1981.0,AK: Fairbanks,22645.0,396.06,396060000.0
1982.0,AK: Fairbanks,23613.0,851.0,851000000.0
1983.0,AK: Fairbanks,24876.0,413.44,413440000.0
1984.0,AK: Fairbanks,27141.0,373.6,373600000.0
1985.0,AK: Fairbanks,28073.0,383.99,383990000.0
1986.0,AK: Fairbanks,29209.0,427.41,427410000.0
1987.0,AK: Fairbanks,29907.0,344.65,344650000.0
1988.0,AK: Fairbanks,29755.0,303.06,303060000.0
1989.0,AK: Fairbanks,30338.0,266.37,266370000.0
1990.0,AK: Fairbanks,30882.0,268.12,268120000.0
1991.0,AK: Fairbanks,31029.0,262.45,262450000.0
1992.0,AK: Fairbanks,31751.0,200.02,200020000.0
1993.0,AK: Fairbanks,32380.0,254.92,254920000.0
1994.0,AK: Fairbanks,32398.0,273.43,273430000.0
1995.0,AK: Fairbanks,32087.0,280.05,280050000.0
1996.0,AK: Fairbanks,31347.0,284.77,284770000.0
1997.0,AK: Fairbanks,31153.0,260.17,260170000.00000003
1998.0,AK: Fairbanks,30355.0,291.0,291000000.0
1999.0,AK: Fairbanks,30658.0,245.28,245280000.0
2000.0,AK: Fairbanks,30286.0,247.88,247880000.0
2001.0,AK: Fairbanks,30200.0,403.47,403470000.0
2002.0,AK: Fairbanks,30464.0,551.61,551610000.0
2003.0,AK: Fairbanks,30529.0,404.99,404990000.0
2004.0,AK: Fairbanks,30469.0,265.28,265279999.99999997
2005.0,AK: Fairbanks,30839.0,241.87,241870000.0
2006.0,AK: Fairbanks,30946.0,300.14,300140000.0
2007.0,AK: Fairbanks,30636.0,271.93,271930000.0
2008.0,AK: Fairbanks,31184.0,267.24,267240000.0
2009.0,AK: Fairbanks,31212.0,332.13,332130000.0
2010.0,AK: Fairbanks,31083.0,336.73,336730000.0
2011.0,AK: Fairbanks,31760.0,354.09,354090000.0
2012.0,AK: Fairbanks,30741.0,215.08,215080000.0
2013.0,AK: Fairbanks,32061.0,292.75,292750000.0
2014.0,AK: Fairbanks,32385.0,263.51,263510000.0
2015.0,AK: Fairbanks,31529.0,291.77,291770000.0
2016.0,AK: Fairbanks,31636.0,236.6,236600000.0
2017.0,AK: Fairbanks,32015.0,207.75,207750000.0
1977.0,AL: Birmingham,291495.0,179.03,179030000.0
1978.0,AL: Birmingham,289662.0,203.83,203830000.0
1979.0,AL: Birmingham,288458.0,209.79,209790000.0
1980.0,AL: Birmingham,287434.0,179.76,179760000.0
1981.0,AL: Birmingham,284413.0,172.23,172230000.0
1982.0,AL: Birmingham,281791.0,180.94,180940000.0
1983.0,AL: Birmingham,278422.0,175.29,175290000.0
1984.0,AL: Birmingham,276669.0,186.3,186300000.0
1985.0,AL: Birmingham,275048.0,178.09,178090000.0
1986.0,AL: Birmingham,273715.0,187.52,187520000.0
1987.0,AL: Birmingham,272176.0,188.01,188010000.0
1988.0,AL: Birmingham,270989.0,193.29,193290000.0
1989.0,AL: Birmingham,269064.0,201.56,201560000.0
1990.0,AL: Birmingham,267069.0,225.44,225440000.0
1991.0,AL: Birmingham,265351.0,226.56,226560000.0
1992.0,AL: Birmingham,262290.0,238.18,238180000.0
1993.0,AL: Birmingham,259126.0,258.96,258959999.99999997
1994.0,AL: Birmingham,256345.0,249.6,249600000.0
1995.0,AL: Birmingham,253565.0,259.16,259160000.00000003
1996.0,AL: Birmingham,250673.0,300.74,300740000.0
1997.0,AL: Birmingham,248292.0,311.06,311060000.0
1998.0,AL: Birmingham,247760.0,358.98,358980000.0
1999.0,AL: Birmingham,246245.0,366.01,366010000.0
2000.0,AL: Birmingham,243391.0,381.66,381660000.0
2001.0,AL: Birmingham,240953.0,373.14,373140000.0
2002.0,AL: Birmingham,237453.0,408.55,408550000.0
2003.0,AL: Birmingham,233602.0,410.64,410640000.0
2004.0,AL: Birmingham,230961.0,395.36,395360000.0
2005.0,AL: Birmingham,227574.0,373.53,373530000.0
2006.0,AL: Birmingham,224379.0,429.83,429830000.0
2007.0,AL: Birmingham,221936.0,354.86,354860000.0
2008.0,AL: Birmingham,218880.0,374.46,374460000.0
2009.0,AL: Birmingham,216505.0,434.85,434850000.0
2010.0,AL: Birmingham,214394.0,425.37,425370000.0
2011.0,AL: Birmingham,211743.0,393.53,393530000.0
2012.0,AL: Birmingham,211566.0,394.45,394450000.0
2013.0,AL: Birmingham,210749.0,421.76,421760000.0
2014.0,AL: Birmingham,211230.0,448.47,448470000.0
2015.0,AL: Birmingham,211109.0,444.13,444130000.0
2016.0,AL: Birmingham,211703.0,466.9,466900000.0
2017.0,AL: Birmingham,211436.0,465.54,465540000.0
1977.0,AL: Gadsden,50099.0,114.41,114410000.0
1978.0,AL: Gadsden,49592.0,120.38,120380000.0
1979.0,AL: Gadsden,49202.0,123.86,123860000.0
1980.0,AL: Gadsden,48638.0,113.7,113700000.0
1981.0,AL: Gadsden,47565.0,116.56,116560000.0
1982.0,AL: Gadsden,47269.0,123.38,123380000.0
1983.0,AL: Gadsden,46651.0,163.17,163170000.0
1984.0,AL: Gadsden,46400.0,164.74,164740000.0
1985.0,AL: Gadsden,45886.0,163.93,163930000.0
1986.0,AL: Gadsden,45546.0,170.44,170440000.0
1987.0,AL: Gadsden,44936.0,202.88,202880000.0
1988.0,AL: Gadsden,44451.0,200.44,200440000.0
1989.0,AL: Gadsden,43866.0,189.49,189490000.0
1990.0,AL: Gadsden,43365.0,174.94,174940000.0
1991.0,AL: Gadsden,42738.0,181.66,181660000.0
1992.0,AL: Gadsden,41332.0,196.77,196770000.0
1993.0,AL: Gadsden,40903.0,213.54,213540000.0
1994.0,AL: Gadsden,40441.0,225.56,225560000.0
1995.0,AL: Gadsden,40140.0,229.6,229600000.0
1996.0,AL: Gadsden,39799.0,277.29,277290000.0
1997.0,AL: Gadsden,39553.0,293.92,293920000.0
1998.0,AL: Gadsden,39745.0,295.31,295310000.0
1999.0,AL: Gadsden,39599.0,300.66,300660000.0
2000.0,AL: Gadsden,39267.0,303.09,303090000.0
2001.0,AL: Gadsden,38798.0,301.84,301840000.0
2002.0,AL: Gadsden,38438.0,303.47,303470000.0
2003.0,AL: Gadsden,38197.0,309.44,309440000.0
2004.0,AL: Gadsden,37967.0,313.89,313890000.0
2005.0,AL: Gadsden,37742.0,322.3,322300000.0
2006.0,AL: Gadsden,37536.0,297.2,297200000.0
2007.0,AL: Gadsden,37422.0,264.83,264829999.99999997
2008.0,AL: Gadsden,37312.0,255.79,255790000.0
2009.0,AL: Gadsden,37185.0,263.02,263019999.99999997
2010.0,AL: Gadsden,36964.0,267.1,267100000.00000003
2011.0,AL: Gadsden,36880.0,256.06,256060000.0
2012.0,AL: Gadsden,36732.0,285.07,285070000.0
2013.0,AL: Gadsden,36569.0,263.94,263940000.0
2014.0,AL: Gadsden,36324.0,269.43,269430000.0
2015.0,AL: Gadsden,36057.0,277.53,277530000.0
2016.0,AL: Gadsden,35807.0,266.88,266880000.0
2017.0,AL: Gadsden,35622.0,278.23,278230000.0
1977.0,AL: Mobile,196274.0,151.76,151760000.0
1978.0,AL: Mobile,199187.0,137.05,137050000.0
1979.0,AL: Mobile,201348.0,143.32,143320000.0
1980.0,AL: Mobile,200447.0,149.74,149740000.0
1981.0,AL: Mobile,200452.0,145.29,145290000.0
1982.0,AL: Mobile,202472.0,147.26,147260000.0
1983.0,AL: Mobile,203864.0,129.57,129570000.0
1984.0,AL: Mobile,203993.0,127.64,127640000.0
1985.0,AL: Mobile,202662.0,129.99,129990000.00000001
1986.0,AL: Mobile,203086.0,144.56,144560000.0
1987.0,AL: Mobile,203627.0,155.46,155460000.0
1988.0,AL: Mobile,203667.0,164.01,164010000.0
1989.0,AL: Mobile,201498.0,169.9,169900000.0
1990.0,AL: Mobile,199112.0,176.74,176740000.0
1991.0,AL: Mobile,198353.0,179.95,179950000.0
1992.0,AL: Mobile,198662.0,195.07,195070000.0
1993.0,AL: Mobile,199271.0,198.6,198600000.0
1994.0,AL: Mobile,201010.0,223.94,223940000.0
1995.0,AL: Mobile,201745.0,211.05,211050000.0
1996.0,AL: Mobile,202060.0,219.63,219630000.0
1997.0,AL: Mobile,202466.0,206.61,206610000.0
1998.0,AL: Mobile,202816.0,216.11,216110000.0
1999.0,AL: Mobile,203391.0,234.84,234840000.0
2000.0,AL: Mobile,203235.0,240.5,240500000.0
2001.0,AL: Mobile,203347.0,251.43,251430000.0
2002.0,AL: Mobile,201811.0,252.55,252550000.0
2003.0,AL: Mobile,199470.0,297.84,297840000.0
2004.0,AL: Mobile,197742.0,290.32,290320000.0
2005.0,AL: Mobile,196175.0,268.38,268380000.0
2006.0,AL: Mobile,195188.0,317.95,317950000.0
2007.0,AL: Mobile,195649.0,328.95,328950000.0
2008.0,AL: Mobile,195530.0,346.55,346550000.0
2009.0,AL: Mobile,195915.0,310.1,310100000.0
2010.0,AL: Mobile,195756.0,285.61,285610000.0
2011.0,AL: Mobile,194577.0,309.49,309490000.0
2012.0,AL: Mobile,193992.0,233.59,233590000.0
2013.0,AL: Mobile,193858.0,230.87,230870000.0
2014.0,AL: Mobile,193555.0,231.21,231210000.0
2015.0,AL: Mobile,192979.0,233.87,233870000.0
2016.0,AL: Mobile,192377.0,233.58,233580000.0
2017.0,AL: Mobile,191885.0,232.47,232470000.0
1977.0,AL: Montgomery,160741.0,116.21,116210000.0
1978.0,AL: Montgomery,163712.0,121.3,121300000.0
1979.0,AL: Montgomery,167940.0,127.86,127860000.0
1980.0,AL: Montgomery,172490.0,122.31,122310000.0
1981.0,AL: Montgomery,177857.0,120.34,120340000.0
1982.0,AL: Montgomery,180319.0,125.84,125840000.0
1983.0,AL: Montgomery,180984.0,124.72,124720000.0
1984.0,AL: Montgomery,181496.0,122.76,122760000.0
1985.0,AL: Montgomery,183560.0,146.0,146000000.0
1986.0,AL: Montgomery,184977.0,158.05,158050000.0
1987.0,AL: Montgomery,187318.0,165.27,165270000.0
1988.0,AL: Montgomery,188903.0,167.27,167270000.0
1989.0,AL: Montgomery,189680.0,169.06,169060000.0
1990.0,AL: Montgomery,190978.0,162.48,162480000.0
1991.0,AL: Montgomery,191208.0,164.01,164010000.0
1992.0,AL: Montgomery,193947.0,165.27,165270000.0
1993.0,AL: Montgomery,196308.0,161.43,161430000.0
1994.0,AL: Montgomery,198777.0,159.38,159380000.0
1995.0,AL: Montgomery,200307.0,180.92,180920000.0
1996.0,AL: Montgomery,201029.0,175.0,175000000.0
1997.0,AL: Montgomery,201407.0,190.42,190420000.0
1998.0,AL: Montgomery,201866.0,210.67,210670000.0
1999.0,AL: Montgomery,201874.0,202.19,202190000.0
2000.0,AL: Montgomery,200870.0,222.39,222390000.0
2001.0,AL: Montgomery,201586.0,215.47,215470000.0
2002.0,AL: Montgomery,201130.0,193.84,193840000.0
2003.0,AL: Montgomery,201138.0,204.85,204850000.0
2004.0,AL: Montgomery,200551.0,244.33,244330000.0
2005.0,AL: Montgomery,200763.0,232.22,232220000.0
2006.0,AL: Montgomery,201218.0,214.63,214630000.0
2007.0,AL: Montgomery,204414.0,228.45,228450000.0
2008.0,AL: Montgomery,204827.0,233.32,233320000.0
2009.0,AL: Montgomery,204275.0,304.61,304610000.0
2010.0,AL: Montgomery,204282.0,252.08,252080000.0
2011.0,AL: Montgomery,205593.0,227.07,227070000.0
2012.0,AL: Montgomery,205180.0,226.95,226950000.0
2013.0,AL: Montgomery,203937.0,269.44,269440000.0
2014.0,AL: Montgomery,202426.0,231.77,231770000.0
2015.0,AL: Montgomery,201435.0,240.23,240230000.0
2016.0,AL: Montgomery,200993.0,228.25,228250000.0
2017.0,AL: Montgomery,200360.0,228.46,228460000.0
1977.0,AR: Ft. Smith,69634.0,88.41,88410000.0
1978.0,AR: Ft. Smith,70954.0,87.32,87320000.0
1979.0,AR: Ft. Smith,71724.0,86.38,86380000.0
1980.0,AR: Ft. Smith,71422.0,77.43,77430000.0
1981.0,AR: Ft. Smith,71626.0,90.96,90960000.0
1982.0,AR: Ft. Smith,71968.0,91.8,91800000.0
1983.0,AR: Ft. Smith,71340.0,98.77,98770000.0
1984.0,AR: Ft. Smith,71784.0,95.74,95740000.0
1985.0,AR: Ft. Smith,72478.0,99.32,99320000.0
1986.0,AR: Ft. Smith,72782.0,98.55,98550000.0
1987.0,AR: Ft. Smith,72907.0,99.32,99320000.0
1988.0,AR: Ft. Smith,73276.0,98.55,98550000.0
1989.0,AR: Ft. Smith,73423.0,99.13,99130000.0
1990.0,AR: Ft. Smith,73286.0,90.64,90640000.0
1991.0,AR: Ft. Smith,72932.0,94.68,94680000.0
1992.0,AR: Ft. Smith,73790.0,90.85,90850000.0
1993.0,AR: Ft. Smith,74762.0,99.13,99130000.0
1994.0,AR: Ft. Smith,75940.0,101.36,101360000.0
1995.0,AR: Ft. Smith,76316.0,107.23,107230000.0
1996.0,AR: Ft. Smith,77311.0,118.98,118980000.0
1997.0,AR: Ft. Smith,78409.0,125.67,125670000.0
1998.0,AR: Ft. Smith,79251.0,162.26,162260000.0
1999.0,AR: Ft. Smith,79476.0,168.45,168450000.0
2000.0,AR: Ft. Smith,79887.0,182.5,182500000.0
2001.0,AR: Ft. Smith,80762.0,189.35,189350000.0
2002.0,AR: Ft. Smith,81230.0,190.3,190300000.0
2003.0,AR: Ft. Smith,81561.0,183.31,183310000.0
2004.0,AR: Ft. Smith,81763.0,190.0,190000000.0
2005.0,AR: Ft. Smith,81908.0,210.33,210330000.0
2006.0,AR: Ft. Smith,82617.0,174.16,174160000.0
2007.0,AR: Ft. Smith,83881.0,178.78,178780000.0
2008.0,AR: Ft. Smith,84722.0,192.9,192900000.0
2009.0,AR: Ft. Smith,85125.0,175.24,175240000.0
2010.0,AR: Ft. Smith,85896.0,198.74,198740000.0
2011.0,AR: Ft. Smith,86297.0,186.0,186000000.0
2012.0,AR: Ft. Smith,87206.0,192.17,192170000.0
2013.0,AR: Ft. Smith,87630.0,179.34,179340000.0
2014.0,AR: Ft. Smith,87400.0,182.19,182190000.0
2015.0,AR: Ft. Smith,87154.0,181.37,181370000.0
2016.0,AR: Ft. Smith,87697.0,187.0,187000000.0
2017.0,AR: Ft. Smith,87615.0,166.09,166090000.0
1977.0,AR: Little Rock,151460.0,115.26,115260000.0
1978.0,AR: Little Rock,153097.0,111.9,111900000.0
1979.0,AR: Little Rock,154784.0,102.41,102410000.0
1980.0,AR: Little Rock,155776.0,100.1,100100000.0
1981.0,AR: Little Rock,159151.0,111.73,111730000.0
1982.0,AR: Little Rock,161371.0,114.91,114910000.0
1983.0,AR: Little Rock,163217.0,126.06,126060000.0
1984.0,AR: Little Rock,165201.0,127.06,127060000.0
1985.0,AR: Little Rock,167808.0,135.7,135700000.0
1986.0,AR: Little Rock,170353.0,141.15,141150000.0
1987.0,AR: Little Rock,172521.0,138.58,138580000.0
1988.0,AR: Little Rock,174507.0,133.3,133300000.00000001
1989.0,AR: Little Rock,174538.0,136.89,136890000.0
1990.0,AR: Little Rock,175807.0,162.09,162090000.0
1991.0,AR: Little Rock,177366.0,163.28,163280000.0
1992.0,AR: Little Rock,178057.0,175.31,175310000.0
1993.0,AR: Little Rock,179508.0,186.44,186440000.0
1994.0,AR: Little Rock,180746.0,182.55,182550000.0
1995.0,AR: Little Rock,180441.0,196.84,196840000.0
1996.0,AR: Little Rock,180157.0,224.42,224420000.0
1997.0,AR: Little Rock,180785.0,247.92,247920000.0
1998.0,AR: Little Rock,180314.0,275.26,275260000.0
1999.0,AR: Little Rock,181359.0,276.08,276080000.0
2000.0,AR: Little Rock,182670.0,273.17,273170000.0
2001.0,AR: Little Rock,183373.0,276.55,276550000.0
2002.0,AR: Little Rock,183832.0,303.87,303870000.0
2003.0,AR: Little Rock,184538.0,257.8,257800000.0
2004.0,AR: Little Rock,184965.0,292.36,292360000.0
2005.0,AR: Little Rock,185604.0,296.69,296690000.0
2006.0,AR: Little Rock,186396.0,330.63,330630000.0
2007.0,AR: Little Rock,188069.0,322.89,322890000.0
2008.0,AR: Little Rock,188937.0,311.39,311390000.0
2009.0,AR: Little Rock,190492.0,332.46,332460000.0
2010.0,AR: Little Rock,192196.0,339.34,339340000.0
2011.0,AR: Little Rock,193928.0,304.67,304670000.0
2012.0,AR: Little Rock,195210.0,303.13,303130000.0
2013.0,AR: Little Rock,196504.0,372.14,372140000.0
2014.0,AR: Little Rock,197084.0,377.32,377320000.0
2015.0,AR: Little Rock,197533.0,422.8,422800000.0
2016.0,AR: Little Rock,198135.0,371.53,371530000.0
2017.0,AR: Little Rock,198673.0,360.43,360430000.0
1977.0,AR: Pine Bluff,55093.0,98.09,98090000.0
1978.0,AR: Pine Bluff,55063.0,96.82,96820000.0
1979.0,AR: Pine Bluff,55788.0,89.33,89330000.0
1980.0,AR: Pine Bluff,56307.0,89.97,89970000.0
1981.0,AR: Pine Bluff,56636.0,99.75,99750000.0
1982.0,AR: Pine Bluff,56896.0,98.35,98350000.0
1983.0,AR: Pine Bluff,56623.0,110.75,110750000.0
1984.0,AR: Pine Bluff,56561.0,108.53,108530000.0
1985.0,AR: Pine Bluff,56684.0,123.66,123660000.0
1986.0,AR: Pine Bluff,56746.0,141.92,141920000.0
1987.0,AR: Pine Bluff,56753.0,139.88,139880000.0
1988.0,AR: Pine Bluff,57148.0,124.54,124540000.0
1989.0,AR: Pine Bluff,57222.0,136.8,136800000.0
1990.0,AR: Pine Bluff,57211.0,139.91,139910000.0
1991.0,AR: Pine Bluff,56943.0,135.81,135810000.0
1992.0,AR: Pine Bluff,56777.0,131.86,131860000.00000001
1993.0,AR: Pine Bluff,56807.0,141.12,141120000.0
1994.0,AR: Pine Bluff,56528.0,140.24,140240000.0
1995.0,AR: Pine Bluff,56654.0,167.59,167590000.0
1996.0,AR: Pine Bluff,56261.0,172.22,172220000.0
1997.0,AR: Pine Bluff,55901.0,203.56,203560000.0
1998.0,AR: Pine Bluff,55664.0,220.34,220340000.0
1999.0,AR: Pine Bluff,55527.0,229.47,229470000.0
2000.0,AR: Pine Bluff,55232.0,222.98,222980000.0
2001.0,AR: Pine Bluff,55100.0,247.38,247380000.0
2002.0,AR: Pine Bluff,54386.0,244.74,244740000.0
2003.0,AR: Pine Bluff,53852.0,232.14,232140000.0
2004.0,AR: Pine Bluff,53316.0,201.86,201860000.0
2005.0,AR: Pine Bluff,52661.0,206.09,206090000.0
2006.0,AR: Pine Bluff,51903.0,205.47,205470000.0
2007.0,AR: Pine Bluff,51349.0,239.35,239350000.0
2008.0,AR: Pine Bluff,50425.0,213.9,213900000.0
2009.0,AR: Pine Bluff,49996.0,215.18,215180000.0
2010.0,AR: Pine Bluff,49429.0,231.38,231380000.0
2011.0,AR: Pine Bluff,48938.0,223.52,223520000.0
2012.0,AR: Pine Bluff,48025.0,233.69,233690000.0
2013.0,AR: Pine Bluff,46834.0,253.92,253920000.0
2014.0,AR: Pine Bluff,45817.0,255.1,255100000.0
2015.0,AR: Pine Bluff,45208.0,267.83,267829999.99999997
2016.0,AR: Pine Bluff,44809.0,322.79,322790000.0
2017.0,AR: Pine Bluff,43870.0,336.7,336700000.0
1977.0,AZ: Mesa,110794.0,141.58,141580000.0
1978.0,AZ: Mesa,119901.0,149.5,149500000.0
1979.0,AZ: Mesa,130239.0,161.45,161450000.0
1980.0,AZ: Mesa,141860.0,196.49,196490000.0
1981.0,AZ: Mesa,152404.0,217.67,217670000.0
1982.0,AZ: Mesa,163723.0,193.23,193230000.0
1983.0,AZ: Mesa,174252.0,234.25,234250000.0
1984.0,AZ: Mesa,185813.0,223.85,223850000.0
1985.0,AZ: Mesa,200148.0,254.89,254890000.0
1986.0,AZ: Mesa,217238.0,227.98,227980000.0
1987.0,AZ: Mesa,233141.0,237.38,237380000.0
1988.0,AZ: Mesa,250742.0,262.97,262970000.00000003
1989.0,AZ: Mesa,265219.0,274.46,274460000.0
1990.0,AZ: Mesa,279610.0,245.39,245390000.0
1991.0,AZ: Mesa,291771.0,246.91,246910000.0
1992.0,AZ: Mesa,299711.0,299.42,299420000.0
1993.0,AZ: Mesa,309042.0,235.91,235910000.0
1994.0,AZ: Mesa,320034.0,259.19,259190000.0
1995.0,AZ: Mesa,334424.0,269.82,269820000.0
1996.0,AZ: Mesa,348047.0,270.62,270620000.0
1997.0,AZ: Mesa,358068.0,319.09,319090000.0
1998.0,AZ: Mesa,367935.0,318.67,318670000.0
1999.0,AZ: Mesa,377744.0,345.26,345260000.0
2000.0,AZ: Mesa,387860.0,390.3,390300000.0
2001.0,AZ: Mesa,398699.0,386.66,386660000.0
2002.0,AZ: Mesa,404020.0,415.37,415370000.0
2003.0,AZ: Mesa,408754.0,377.29,377290000.0
2004.0,AZ: Mesa,412704.0,377.59,377590000.0
2005.0,AZ: Mesa,418693.0,389.59,389590000.0
2006.0,AZ: Mesa,428482.0,382.1,382100000.0
2007.0,AZ: Mesa,436065.0,409.44,409440000.0
2008.0,AZ: Mesa,439435.0,470.91,470910000.0
2009.0,AZ: Mesa,441650.0,473.58,473580000.0
2010.0,AZ: Mesa,440860.0,423.47,423470000.0
2011.0,AZ: Mesa,440995.0,383.11,383110000.0
2012.0,AZ: Mesa,447681.0,375.57,375570000.0
2013.0,AZ: Mesa,457061.0,381.91,381910000.0
2014.0,AZ: Mesa,464980.0,405.72,405720000.0
2015.0,AZ: Mesa,473390.0,350.41,350410000.0
2016.0,AZ: Mesa,482108.0,414.67,414670000.0
2017.0,AZ: Mesa,491041.0,365.06,365060000.0
1977.0,AZ: Phoenix,709896.0,253.95,253950000.0
1978.0,AZ: Phoenix,727097.0,262.61,262610000.0
1979.0,AZ: Phoenix,748530.0,253.59,253590000.0
1980.0,AZ: Phoenix,773711.0,245.38,245380000.0
1981.0,AZ: Phoenix,789704.0,235.58,235580000.0
1982.0,AZ: Phoenix,810407.0,231.05,231050000.0
1983.0,AZ: Phoenix,824798.0,255.04,255040000.0
1984.0,AZ: Phoenix,841855.0,249.08,249080000.0
1985.0,AZ: Phoenix,868739.0,249.94,249940000.0
1986.0,AZ: Phoenix,904083.0,260.74,260740000.0
1987.0,AZ: Phoenix,931016.0,256.29,256290000.00000003
1988.0,AZ: Phoenix,961476.0,263.53,263529999.99999997
1989.0,AZ: Phoenix,977177.0,271.2,271200000.0
1990.0,AZ: Phoenix,990478.0,289.24,289240000.0
1991.0,AZ: Phoenix,994750.0,266.75,266750000.0
1992.0,AZ: Phoenix,1023037.0,264.39,264390000.0
1993.0,AZ: Phoenix,1056493.0,239.9,239900000.0
1994.0,AZ: Phoenix,1092911.0,254.29,254290000.0
1995.0,AZ: Phoenix,1137330.0,256.05,256050000.0
1996.0,AZ: Phoenix,1181547.0,255.3,255300000.0
1997.0,AZ: Phoenix,1215510.0,271.42,271420000.0
1998.0,AZ: Phoenix,1247919.0,277.95,277950000.0
1999.0,AZ: Phoenix,1273047.0,276.48,276480000.0
2000.0,AZ: Phoenix,1294294.0,291.02,291020000.0
2001.0,AZ: Phoenix,1326682.0,273.24,273240000.0
2002.0,AZ: Phoenix,1342908.0,305.78,305780000.0
2003.0,AZ: Phoenix,1357196.0,313.69,313690000.0
2004.0,AZ: Phoenix,1368806.0,325.58,325580000.0
2005.0,AZ: Phoenix,1386945.0,362.49,362490000.0
2006.0,AZ: Phoenix,1417720.0,315.08,315080000.0
2007.0,AZ: Phoenix,1441241.0,368.08,368080000.0
2008.0,AZ: Phoenix,1450901.0,359.36,359360000.0
2009.0,AZ: Phoenix,1456729.0,371.66,371660000.0
2010.0,AZ: Phoenix,1452679.0,379.95,379950000.0
2011.0,AZ: Phoenix,1449295.0,361.63,361630000.0
2012.0,AZ: Phoenix,1470052.0,342.32,342320000.0
2013.0,AZ: Phoenix,1499839.0,323.72,323720000.0
2014.0,AZ: Phoenix,1527336.0,313.81,313810000.0
2015.0,AZ: Phoenix,1556552.0,287.56,287560000.0
2016.0,AZ: Phoenix,1584927.0,289.57,289570000.0
2017.0,AZ: Phoenix,1613581.0,281.01,281010000.0
1977.0,AZ: Tucson,317032.0,179.69,179690000.0
1978.0,AZ: Tucson,318953.0,189.28,189280000.0
1979.0,AZ: Tucson,322064.0,175.82,175820000.0
1980.0,AZ: Tucson,332051.0,167.05,167050000.0
1981.0,AZ: Tucson,330537.0,204.79,204790000.0
1982.0,AZ: Tucson,343872.0,224.73,224730000.0
1983.0,AZ: Tucson,353605.0,188.95,188950000.0
1984.0,AZ: Tucson,362593.0,186.32,186320000.0
1985.0,AZ: Tucson,368940.0,205.15,205150000.0
1986.0,AZ: Tucson,375694.0,221.55,221550000.0
1987.0,AZ: Tucson,387681.0,231.99,231990000.0
1988.0,AZ: Tucson,399612.0,253.02,253020000.0
1989.0,AZ: Tucson,409978.0,250.22,250220000.0
1990.0,AZ: Tucson,414835.0,226.3,226300000.0
1991.0,AZ: Tucson,418277.0,223.17,223170000.0
1992.0,AZ: Tucson,421654.0,209.27,209270000.0
1993.0,AZ: Tucson,430104.0,217.37,217370000.0
1994.0,AZ: Tucson,439938.0,202.29,202290000.0
1995.0,AZ: Tucson,450639.0,206.61,206610000.0
1996.0,AZ: Tucson,458883.0,210.38,210380000.0
1997.0,AZ: Tucson,463328.0,208.9,208900000.0
